date,ticker,company,source_type,source_id,title,action_type,impact_direction,certainty,impact_nature,wiki_action,wiki_path,archive_path,impact_report_path,url,notes
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217024,2025年度控股股东及其他关联方资金占用情况的专项报告,impact_analysis_and_deferred_wiki_patch,mixed,medium,risk / mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217024\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217024,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217026,关于2025年度拟不进行利润分配的公告,impact_analysis_and_deferred_wiki_patch,mixed,high,mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217026\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217026,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217028,关于为子公司提供担保的公告,impact_analysis_and_deferred_wiki_patch,mixed,medium,risk / mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217028\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217028,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217031,关于接受关联方担保暨关联交易的公告,impact_analysis_and_deferred_wiki_patch,mixed,medium,risk / mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217031\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217031,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217032,关于确认2025年度日常关联交易及预计2026年度日常关联交易的公告,impact_analysis_and_deferred_wiki_patch,mixed,medium,risk,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217032\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217032,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217033,关于2025年度计提资产减值准备的公告,impact_analysis_and_deferred_wiki_patch,negative,medium,mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217033\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217033,same ticker has force_rebuild in this run
2026-04-28,002491,通鼎互联,company_disclosure,cninfo_1225217040,关于2026年度向金融机构申请融资额度及相关授权的公告,impact_analysis,mixed,medium,mixed,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225217040\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225217040,年度例行综合授信额度与授权安排，缺少与往年对比及实际用款/成本等关键增量信息，更多是融资工具准备而非基本面实质变化
2026-04-28,002491,通鼎互联,wiki_rebuild,,force rebuild reduced company wiki,wiki_rebuild_applied,,,,force_rebuild,reports\company_markdown_wiki_final_collection_20260427\002491__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\002491\20260428_190429__before_rebuild__002491__reduced_wiki.md,,,previous_file=002491__reduced_wiki.md; writer_output=reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\force_rebuild_reduced_wiki\05_writer_outputs\002491\kimi-k2.6\output.md
2026-04-28,002583,海能达,policy,policy_2e4d19fea867d1b2,工业和信息化部关于公布第一批国家中小企业公共服务示范平台（基地）创建对象名单的通知,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_2e4d19fea867d1b2\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_7684fc6ba7054f19b616c55acba0c2ca.html,工业和信息化部
2026-04-28,002792,通宇通讯,company_disclosure,cninfo_1225219275,2025年年度报告,impact_analysis_and_force_rebuild_marker,mixed,high,mixed,force_rebuild,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225219275\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225219275,新年度年报属于基础性重磅披露，需要重建财务锚点与风险边界
2026-04-28,002792,通宇通讯,company_disclosure,cninfo_1225219284,2026年一季度报告,impact_analysis_and_deferred_wiki_patch,negative,medium,mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225219284\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225219284,same ticker has force_rebuild in this run
2026-04-28,002792,通宇通讯,company_disclosure,cninfo_1225219286,关于2025年度利润分配预案的公告,impact_analysis_and_deferred_wiki_patch,neutral,high,short-term sentiment,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225219286\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225219286,same ticker has force_rebuild in this run
2026-04-28,002792,通宇通讯,company_disclosure,cninfo_1225219291,关于申请银行综合授信额度的公告,impact_analysis,mixed,medium,risk / short-term sentiment / mixed,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225219291\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225219291,授信申请属年度流动性管理常见事项，未披露实际新增借款/成本/担保细节，难形成长期稳定的公司画像更新点
2026-04-28,002792,通宇通讯,company_disclosure,cninfo_1225219295,2026-019 关于2025年度计提资产减值准备及核销资产的公告,impact_analysis_and_deferred_wiki_patch,mixed,high,mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225219295\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225219295,same ticker has force_rebuild in this run
2026-04-28,002792,通宇通讯,policy,policy_fcfc51a8613a56af,迎来24项“国家红利”，综保区加速扩能提质,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_fcfc51a8613a56af\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067156.htm,中国政府网
2026-04-28,002792,通宇通讯,wiki_rebuild,,force rebuild reduced company wiki,wiki_rebuild_applied,,,,force_rebuild,reports\company_markdown_wiki_final_collection_20260427\002792__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\002792\20260428_190429__before_rebuild__002792__reduced_wiki.md,,,previous_file=002792__reduced_wiki.md; writer_output=reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\force_rebuild_reduced_wiki\05_writer_outputs\002792\kimi-k2.6\output.md
2026-04-28,002796,世嘉科技,wiki_rebuild,,force rebuild reduced company wiki,wiki_rebuild_applied,,,,force_rebuild,reports\company_markdown_wiki_final_collection_20260427\002796__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\002796\20260428_190429__before_rebuild__002796__reduced_wiki.md,,,previous_file=002796__reduced_wiki.md; writer_output=reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\force_rebuild_reduced_wiki\05_writer_outputs\002796\kimi-k2.6\output.md
2026-04-28,002881,美格智能,policy,policy_e7e62152b09f3acc,促进服务业优质高效发展——国务院政策例行吹风会介绍《关于推进服务业扩能提质的意见》有关情况,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_e7e62152b09f3acc\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067271.htm,中国政府网
2026-04-28,002881,美格智能,policy,policy_fcfc51a8613a56af,迎来24项“国家红利”，综保区加速扩能提质,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_fcfc51a8613a56af\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067156.htm,中国政府网
2026-04-28,002897,意华股份,policy,policy_a35cb6ccea72fbb4,工业和信息化部关于2026年第一季度电信服务质量的通告,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_a35cb6ccea72fbb4\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tg/art/2026/art_e0de7563ed214d8bb740e1a1b3633cc0.html,工业和信息化部
2026-04-28,003031,中瓷电子,policy,policy_fcfc51a8613a56af,迎来24项“国家红利”，综保区加速扩能提质,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_fcfc51a8613a56af\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067156.htm,中国政府网
2026-04-28,003040,楚天龙,policy,policy_2e4d19fea867d1b2,工业和信息化部关于公布第一批国家中小企业公共服务示范平台（基地）创建对象名单的通知,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_2e4d19fea867d1b2\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_7684fc6ba7054f19b616c55acba0c2ca.html,工业和信息化部
2026-04-28,003040,楚天龙,policy,policy_6b311c96ee958cc0,教育部关于公布《普通高等学校本科专业目录（2026年）》的通知_国务院部门文件_中国政府网,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_6b311c96ee958cc0\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/zhengceku/202604/content_7067247.htm,中国政府网
2026-04-28,003040,楚天龙,policy,policy_a35cb6ccea72fbb4,工业和信息化部关于2026年第一季度电信服务质量的通告,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_a35cb6ccea72fbb4\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tg/art/2026/art_e0de7563ed214d8bb740e1a1b3633cc0.html,工业和信息化部
2026-04-28,300098,高新兴,policy,policy_2e4d19fea867d1b2,工业和信息化部关于公布第一批国家中小企业公共服务示范平台（基地）创建对象名单的通知,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_2e4d19fea867d1b2\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_7684fc6ba7054f19b616c55acba0c2ca.html,工业和信息化部
2026-04-28,300134,大富科技,wiki_rebuild,,force rebuild reduced company wiki,wiki_rebuild_applied,,,,force_rebuild,reports\company_markdown_wiki_final_collection_20260427\300134__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\300134\20260428_190429__before_rebuild__300134__reduced_wiki.md,,,previous_file=300134__reduced_wiki.md; writer_output=reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\force_rebuild_reduced_wiki\05_writer_outputs\300134\kimi-k2.6\output.md
2026-04-28,300183,东软载波,policy,policy_cb80fe6865092182,专家解读｜从“建体系”到“善治理” 我国网络法治迈入高质量发展新阶段,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_cb80fe6865092182\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456197187.htm,中央网信办
2026-04-28,300205,*ST天喻,policy,policy_04b55048c1a51d49,专家解读｜统筹发展与安全 新时代网络空间治理的中国逻辑,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_04b55048c1a51d49\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456144808.htm,中央网信办
2026-04-28,300205,*ST天喻,policy,policy_1fe09444e12e72c0,专家解读｜以人民为中心：网络法治的民生温度与公平正义,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_1fe09444e12e72c0\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456079045.htm,中央网信办
2026-04-28,300205,*ST天喻,policy,policy_cb80fe6865092182,专家解读｜从“建体系”到“善治理” 我国网络法治迈入高质量发展新阶段,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_cb80fe6865092182\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456197187.htm,中央网信办
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218632,2026年一季度报告,impact_analysis_and_wiki_patch,mixed,high,mixed,small_update,reports\company_markdown_wiki_final_collection_20260427\300353__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\300353\20260428_182623__300353__reduced_wiki.md,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218632\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218632,并购高威科由预案阶段转为正式终止并改为分阶段战略合作，属于耐久性战略与资本运作信息；其余为季度波动与财务细节。
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218634,关于公司2025年度拟不进行利润分配的专项说明,impact_analysis_and_wiki_patch,mixed,high,mixed,small_update,reports\company_markdown_wiki_final_collection_20260427\300353__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\300353\20260428_182756__300353__reduced_wiki.md,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218634\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218634,披露了2025年度不分红及合并/母公司累计未分配利润为负等可持续影响分红能力的关键财务锚点
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218637,关于向金融机构申请综合授信额度暨为子公司申请综合授信额度提供担保的公告,impact_analysis,mixed,medium,risk / short-term sentiment / mixed,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218637\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218637,年度授信与对子公司担保额度类事项偏例行、未形成已落地的结构性变化；对长期公司画像贡献有限
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218638,关于日常关联交易预计的公告,impact_analysis_and_wiki_patch,mixed,medium,risk / short-term sentiment / mixed,small_update,reports\company_markdown_wiki_final_collection_20260427\300353__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\300353\20260428_183111__300353__reduced_wiki.md,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218638\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218638,新增2026年度日常关联交易预计上限与对手方信息不透明、京工汇资不抵债等可持续风险点，适合在“关联交易/风险”小幅补充。
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218643,关于2025年度计提资产减值准备及核销资产的公告,impact_analysis_and_wiki_patch,mixed,medium,mixed,small_update,reports\company_markdown_wiki_final_collection_20260427\300353__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\300353\20260428_183338__300353__reduced_wiki.md,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218643\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218643,2025年经审计确认的减值净影响占归母净利比重较高（14.61%），可作为盈利质量/应收与存货风险的持久化量化锚点。
2026-04-28,300353,东土科技,company_disclosure,cninfo_1225218647,关于举行2025年度网上业绩说明会的公告,impact_analysis,neutral,high,short-term sentiment,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225218647\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225218647,业绩说明会召开安排属程序性披露，未新增可沉淀的经营/财务/治理关键事实
2026-04-28,300353,东土科技,policy,policy_e7e62152b09f3acc,促进服务业优质高效发展——国务院政策例行吹风会介绍《关于推进服务业扩能提质的意见》有关情况,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_e7e62152b09f3acc\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067271.htm,中国政府网
2026-04-28,300502,新易盛,policy,policy_cb80fe6865092182,专家解读｜从“建体系”到“善治理” 我国网络法治迈入高质量发展新阶段,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_cb80fe6865092182\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456197187.htm,中央网信办
2026-04-28,300504,天邑股份,policy,policy_a35cb6ccea72fbb4,工业和信息化部关于2026年第一季度电信服务质量的通告,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_a35cb6ccea72fbb4\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tg/art/2026/art_e0de7563ed214d8bb740e1a1b3633cc0.html,工业和信息化部
2026-04-28,300548,长芯博创,policy,policy_41160ed6cbc13bc3,国务院关税税则委员会关于对非洲建交国实施零关税举措的公告,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_41160ed6cbc13bc3\10_company_impact_analysis\impact_report.md,https://gss.mof.gov.cn/gzdt/zhengcefabu/202604/t20260428_3988616.htm,财政部
2026-04-28,300615,欣天科技,company_disclosure,cninfo_1225237114,2025年年度权益分派实施公告,impact_analysis,mixed,high,short-term sentiment / risk,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225237114\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225237114,年度权益分派实施属于程序性公告，金额不大且不改变公司长期业务与风险叙事；关键分红信息通常已在股东会/年报中体现
2026-04-28,300615,欣天科技,policy,policy_fcfc51a8613a56af,迎来24项“国家红利”，综保区加速扩能提质,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_fcfc51a8613a56af\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/202604/content_7067156.htm,中国政府网
2026-04-28,300627,华测导航,policy,policy_2e4d19fea867d1b2,工业和信息化部关于公布第一批国家中小企业公共服务示范平台（基地）创建对象名单的通知,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_2e4d19fea867d1b2\10_company_impact_analysis\impact_report.md,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_7684fc6ba7054f19b616c55acba0c2ca.html,工业和信息化部
2026-04-28,300627,华测导航,policy,policy_6b311c96ee958cc0,教育部关于公布《普通高等学校本科专业目录（2026年）》的通知_国务院部门文件_中国政府网,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_6b311c96ee958cc0\10_company_impact_analysis\impact_report.md,https://www.gov.cn/zhengce/zhengceku/202604/content_7067247.htm,中国政府网
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225206815,2025年度利润分配预案的公告,impact_analysis_and_deferred_wiki_patch,neutral,medium,short-term sentiment,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225206815\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225206815,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225206819,2026年日常关联交易预计的公告,impact_analysis_and_deferred_wiki_patch,mixed,high,risk,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225206819\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225206819,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225206826,2026年第一季度报告,impact_analysis_and_deferred_wiki_patch,negative,high,mixed,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225206826\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225206826,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225206838,2025年年度报告,impact_analysis_and_force_rebuild_marker,mixed,medium,mixed,force_rebuild,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225206838\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225206838,2025年年度报告披露，属于需要重建/全面校准公司Wiki的基准性定期报告
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225206852,关于2025年度计提资产减值准备的公告,impact_analysis_and_deferred_wiki_patch,negative,medium,risk / medium-term fundamentals,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225206852\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225206852,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225207078,关于子公司开展融资租赁业务并为其提供担保的公告,impact_analysis_and_deferred_wiki_patch,negative,medium,risk,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225207078\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225207078,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,company_disclosure,cninfo_1225207088,公司2026年度最高融资额度及担保额度预计的公告,impact_analysis_and_deferred_wiki_patch,mixed,medium,risk,small_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225207088\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225207088,same ticker has force_rebuild in this run
2026-04-28,600410,华胜天成,policy,policy_1fe09444e12e72c0,专家解读｜以人民为中心：网络法治的民生温度与公平正义,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_1fe09444e12e72c0\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456079045.htm,中央网信办
2026-04-28,600410,华胜天成,wiki_rebuild,,force rebuild reduced company wiki,wiki_rebuild_applied,,,,force_rebuild,reports\company_markdown_wiki_final_collection_20260427\600410__reduced_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\600410\20260428_190429__before_rebuild__600410__full_wiki.md,,,previous_file=600410__full_wiki.md; writer_output=reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\force_rebuild_reduced_wiki\05_writer_outputs\600410\kimi-k2.6\output.md
2026-04-28,600674,川投能源,company_disclosure,cninfo_1225198972,四川川投能源股份有限公司关于公司控股股东权益变动的进展公告,impact_analysis_and_wiki_patch,neutral,high,short-term sentiment / risk,small_update,reports\company_markdown_wiki_final_collection_20260427\600674__full_wiki.md,reports\company_markdown_wiki_final_collection_20260427\_archive\600674\20260428_184109__600674__full_wiki.md,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225198972\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225198972,对控股股东变更事项补充最新状态：过户登记及工商变更尚未完成，属于可持续的治理/事件进度信息，且可能修正“已完成”表述的边界。
2026-04-28,603162,海通发展,company_disclosure,cninfo_1225202705,福建海通发展股份有限公司关于部分限制性股票回购注销实施公告,impact_analysis,neutral,high,short-term sentiment,no_update,,,reports\company_disclosure_impact_runs\company_disclosure_impact_20260425_20260428_full_apply_r2\cninfo_1225202705\04_company_disclosure_impact\output.txt,https://www.cninfo.com.cn/new/disclosure/detail?announcementId=1225202705,回购注销规模占比极低、控制权不变且不触及经营与财务锚点，属于例行股权激励管理事项。
2026-04-28,603162,福建海通发展股份有限公司,policy,policy_41160ed6cbc13bc3,国务院关税税则委员会关于对非洲建交国实施零关税举措的公告,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_41160ed6cbc13bc3\10_company_impact_analysis\impact_report.md,https://gss.mof.gov.cn/gzdt/zhengcefabu/202604/t20260428_3988616.htm,财政部
2026-04-28,688080,映翰通,policy,policy_1fe09444e12e72c0,专家解读｜以人民为中心：网络法治的民生温度与公平正义,impact_analysis,,,,no_update,,,reports\policy_news_impact_runs\policy_news_impact_20260425_20260428_r1\policy_1fe09444e12e72c0\10_company_impact_analysis\impact_report.md,https://www.cac.gov.cn/2026-04/28/c_1779117456079045.htm,中央网信办
